Ch1_MAV,Ch1_RMS,Ch1_FFTMax,Ch2_MAV,Ch2_RMS,Ch2_FFTMax,Ch3_MAV,Ch3_RMS,Ch3_FFTMax,Ch4_MAV,Ch4_RMS,Ch4_FFTMax,Label
11.1414837268001,16.9663419840895,8.12410678601462,5.38056813983372,8.04797618468977,3.82391324824621,3.92691936427665,5.02599698799282,1.08714468072951,15.4323082147987,22.7838455175057,10.8339924426164,rest
5.83585481985167,7.23337855891917,4.07254789446689,2.71485734363089,3.2717738241114,1.8945483385759,3.85179172375751,5.04588599450704,1.16127038386332,7.67006066948761,9.10824655464293,5.30624081067573,rest
15.6840078264542,21.7055781712415,10.0758914248514,7.4408970423706,10.262533780176,4.73253669948546,4.14901587856991,5.51189894112802,1.59434227347868,21.3037136476791,29.7641316636398,14.0024559231825,rest
22.89582621166,27.8629366163594,11.1973326124107,10.8642970709415,13.0551919059402,5.26516818902228,4.35192852195293,5.66175522907236,1.31304997906193,31.2647559802182,38.2834623504138,15.5723405619023,rest
13.1646669365284,18.9043814172608,9.95108565213219,6.26880766014442,8.77491520141312,4.65100889551441,3.90457715736368,5.24159255603083,1.0698468489991,17.5309558269011,25.7891435128266,13.6621236813396,rest
5.92922171699346,7.0383681462147,3.61117515741411,2.95247627791186,3.45822743857302,1.58049059107689,2.8919223578685,4.03050777181083,0.889660156482073,7.34450449703789,9.28945685304354,4.74320179783463,rest
15.8812198567434,21.8511490440606,9.06083632420138,7.42969548931673,10.1913520572633,4.31065999281549,3.23502133204525,4.37849656439132,1.04962583033122,22.0464359819927,31.4554620520799,12.7813435085551,rest
22.8851371135629,27.3210513170045,10.7277910354431,10.8755095037134,13.0456505363746,5.22100410217817,3.82545331607941,4.81399224081935,1.52797698107113,31.42236557287,38.491207988712,15.3797776289699,rest
12.9063101771295,17.8637372650142,9.91679005165773,8.83357324684531,10.6489853234248,6.3016991355751,3.81501156251564,4.94196077828907,1.11217495458904,16.0689407553239,23.8074308335866,12.4085156528282,rest
7.24249335722145,9.08838885448678,5.55233248469654,19.0437436024469,27.0144161513402,14.8958427635995,9.30151406436446,13.4968437104065,6.8042657944689,5.21971161062497,6.77621728556866,2.21534476782003,rest
25.8483000619229,46.5966904191826,19.3396375840808,117.947748688661,246.387078301447,78.7239429105884,56.278723802532,108.868212374511,37.7327480342443,25.0659498020288,71.3657433416829,17.8411532071746,rest
54.8588582730456,151.065833234648,24.8713783802269,387.787506281226,1187.6800064204,158.804489298335,219.574372621599,627.222553157648,96.9183462327281,187.223744002112,535.553208676413,85.6867427140971,rest
38.7038855490632,144.343825575262,22.7094547212494,302.520444669693,1162.51279850503,163.547369616822,180.23812651928,618.061365181591,96.2173535447715,188.215262087283,532.855377928001,90.6691145262725,rest
7.85133503417437,12.1875024288356,3.03974902379884,21.4662420600948,30.2495912760583,16.4245835702877,12.2036347546811,17.2170937978691,8.54828473962416,33.1113902550768,49.646192209361,14.6694684347798,rest
13.1347805124301,18.5919202825209,9.54486342721906,9.34294029582097,11.2830658909718,6.17735915068564,4.36124122560472,5.42873542623429,2.43574044714216,23.9431607814472,30.2633556122772,16.008790221715,rest
21.7242693351689,26.3485878487863,10.4236553758709,10.8740355999913,13.1688953655628,5.41171391066056,3.43352973090296,4.15231060279761,1.11650005875704,31.4608306558454,37.7978244239667,14.8541953848819,rest
14.3127838434461,20.012749683426,9.7117237939991,6.96877967385434,9.88971323067676,4.85624420679914,3.01728906063337,3.72134848108454,0.998071153717628,21.5911783513542,29.1909433090298,13.6598870319566,rest
6.03547957616367,7.36960739017689,3.42807013252021,2.75870569955829,3.39613874565303,1.68746197591595,2.65649530420722,3.41077618311798,0.96384828953335,8.67636172542533,10.8694154898839,4.89168459741126,rest
13.4726194339669,18.6472721723806,9.94912830605261,6.49404032451284,9.08410763506969,4.87293177276094,2.46844316243826,3.31814879408863,0.813396562604814,18.9136566181053,26.8320792987672,13.8673977133532,rest
21.8046440451175,26.3193691062514,10.8542471227807,11.4233962447198,13.559163095466,5.44737738428111,3.27921639560153,4.10718002102079,1.43624621614541,30.3104035622574,36.8980507267926,14.7330116945519,rest
14.993619569118,20.1780518218167,10.7742784327924,10.9142403326477,12.7381295836982,8.04372165334881,6.19475692238065,7.75227987531761,4.36184903772209,20.0085893983762,27.5898299527378,13.0590695795217,rest
9.08761276332941,10.7900777363652,6.71282809187042,21.4105398505843,29.2489832797033,16.5325480849906,21.9153539699082,31.4779249327584,17.0124963779593,6.44556420432445,8.80890999047087,2.38070243010289,rest
36.9511664134491,67.9272616048515,24.5166749958994,123.606615710416,254.303413866896,84.100529874975,143.556778101768,307.884210542341,92.8448261823396,27.8202921523021,77.7486929815424,16.6086771918505,rest
102.398730735131,296.839844307214,41.2166518719767,393.777660879979,1196.48649493268,156.338882011122,479.047525611747,1340.30099529127,209.872011586799,141.407520667949,386.361242286976,61.8583392532254,rest
79.7494306675267,289.711090838853,42.2748455166193,303.229208981782,1169.83186377426,162.474831315068,374.963515277562,1305.37900180916,191.606673357337,141.344660691922,381.747861787643,63.4659667622832,rest
12.1821198906063,19.5685243381017,5.98970478244056,19.1835107852235,28.7306204509627,14.5336112858593,26.1113371616524,38.9506883624376,20.3195952361726,36.6689178751301,53.9082522478328,12.7144951872661,rest
13.8852583988498,19.1418770449072,9.3747227054972,7.39319099391703,9.68421007719135,3.2884424785723,6.88527412886746,9.04521656512775,3.04284032869032,26.2577230065187,34.4912933211527,14.795983152769,rest
21.8062170349181,26.3366913489842,10.2951864476815,10.0921177209655,12.4113757235449,4.82281078267947,4.88023688205193,6.31095226306499,1.596770679271,31.6329021380049,39.5049369452331,13.8766939738507,rest
14.1602088365313,19.6010899974089,10.1955584502504,6.99564860660259,9.71175957578899,5.01266765955088,4.18567770984889,5.23429913168119,1.71422251286437,22.9097899792647,30.5022212968289,12.7312212105662,rest
6.22749116842187,7.66477049683595,3.34618978984669,2.62945853620987,3.12969486995021,1.54093394183113,2.95599719446421,3.83563536920155,0.937307676635524,12.5284417471389,16.2228471601675,3.77025267126505,rest
13.41270806276,18.6232184584476,9.83644066082925,6.20136306601568,8.89303544430234,4.66877036219709,3.26372142889948,4.14361859981072,1.72445754690554,20.4990603763092,27.7100830916377,10.8425917452543,rest
21.6056199752054,26.2043823764758,10.4108388278072,10.562511833125,12.7636388791514,5.11264532608102,4.65968073440958,5.60717318977813,2.22975299548073,28.1101105197852,34.2584081104505,12.8470342428427,rest
14.3130334843863,19.9561671031772,9.29084082302238,10.1285242350307,12.0144111388938,6.25372036287081,6.35049545462944,7.51138948841427,3.68781554120669,21.8567625709701,27.3123244157267,13.128703073524,rest
4.9418497120484,6.47338261984985,2.23189812469286,22.9879101101944,33.106122355586,18.1061708219972,18.6237535412387,25.9710156173962,14.1122105177131,20.9473225410613,25.6378087136113,12.1310473269419,rest
19.8761156881152,55.2053258025605,11.9728951053796,140.350727209856,305.938412646224,97.1384921538662,117.898529087769,252.116644369268,76.4150639328903,86.328738405588,170.349329290504,53.083551744104,rest
98.66662930095,295.629936615734,39.1828010029783,461.947584452734,1335.7503844326,201.752152745721,394.336438183702,1081.76891114005,172.690712469595,302.758864287025,889.777920847132,126.327076446855,rest
88.3912423179762,290.740710716877,40.2795281159263,359.031316145023,1301.08143787645,187.4932888846,308.66614458482,1052.70105784308,156.266699377869,243.794647660542,873.924789219377,127.776226824945,rest
10.4962563923251,13.7139108582121,7.51937467644794,22.59907298575,34.4371468635074,18.1122742013384,20.8055611698313,30.3264817032545,16.1933163561627,20.7139933423058,26.6271911284202,15.9606520187047,rest
13.6920159079858,19.5147860273169,10.4498532811379,7.97879969716301,10.3349157892636,3.96617174841701,5.37608207916074,6.99967686095209,2.73479491690048,19.8501417169145,24.6403143759397,15.2277275415472,rest
21.7824254759841,26.8404616391418,11.0684378756568,9.6817126521382,12.1520006376044,4.71741648707438,4.00717341034281,4.80716058012963,2.12606053548477,27.6547418122855,32.5525977761465,13.686330885109,rest
13.8291198720423,19.6251010205456,10.187126828045,6.57010394788955,9.43382368406763,4.79136463567912,3.09911159969369,3.98062316382906,1.73788693816364,17.2463797188725,23.982040085722,12.2498651594418,rest
4.98620728027586,6.28579098686342,3.14126096238145,2.4577646924093,3.00693073078094,1.38605148768991,1.73305891839233,2.26624522788425,0.562493362791955,6.4860628460198,7.77935509600667,3.74084793728469,rest
12.7983279804601,18.5489039780656,9.83259243244631,6.1588942216681,8.76232750913751,4.6132871540393,2.69362836328259,3.61021238444673,1.74752843266426,15.6366375190006,23.0490545450441,12.1618937403553,rest
22.6855687941409,27.1973056476131,10.9211724803853,10.8051034402421,12.8596339369416,5.27239245485078,4.09034400351591,4.90846101719656,1.84810793205332,26.579988192903,32.6379057533878,13.380458758827,rest
16.6531822303417,21.5122775997841,11.5695226189876,10.3989834940191,12.2378622137049,6.79212797292759,5.04983056957282,6.16909437040087,2.26550284071096,16.7421284029798,24.1829577554293,11.3392428880973,rest
15.1678839809987,19.3166117095855,11.7617926331122,22.5813131253273,31.9870358559863,17.6192190715041,16.9249017661119,24.2809401697181,12.9204062217562,7.09952489518381,8.94029735945606,3.12173766994341,rest
77.9828825376763,157.018212242573,52.3091698155286,135.713087592029,295.740231216171,93.5365386252791,114.085189650671,249.060147856931,73.096803943807,45.7559428160759,115.758324660171,26.8780238029152,rest
250.740871707445,753.734928474879,100.518740158488,446.994522651486,1302.51090192199,193.809142944679,393.202678141386,1080.43036559845,172.959554669995,197.564262557605,538.209378536697,88.1413175821629,rest
194.549084719224,737.664144818794,103.551475565515,347.91450584777,1269.29935466918,180.281458210201,311.411253874213,1052.06161777483,156.182310440032,168.208740291725,526.131390454633,79.4481616404485,rest
15.3874276295689,20.2916957483959,12.1017958458904,22.9361999449227,33.7236104478051,18.3463491044184,22.0783031732578,31.8532514041839,17.1579554045055,19.3544885741411,25.7620377175785,11.22915467846,rest
15.2956888009345,19.9592819184989,11.8476876599534,9.51504249329932,11.5846686368505,6.36592316864856,5.88572632246722,7.57872212154458,3.62949209499084,20.9415254760594,27.9586330747072,12.6796150783121,rest
22.6564769684045,26.7305838417833,10.8253123530163,10.5893029937643,12.7375382897955,5.14555954774593,4.19873717973376,5.11864818581843,1.99757353777971,28.6399149692932,35.8446787547231,15.1903141207488,rest
14.518950368842,19.7238762701333,9.98616498441723,6.8416160273095,9.48498638300225,4.65362534811951,3.26124353383449,4.15429540209778,1.63602487373299,21.0778664264254,28.3120580453465,12.2304717593346,rest
5.45258453789815,6.57504376597344,3.31967022785367,2.57062484390398,3.31604133372774,1.56851018699655,2.5969590462454,3.33784695384421,0.746356380221375,11.7202972759741,15.1767785113843,3.23316054558212,rest
12.7783173596817,18.389313118301,9.85905188585596,6.00013696723354,8.71547081899227,4.60288974826583,3.34481938533121,4.1860016444262,1.50074580926002,20.056713559037,26.4175968417013,12.621175132755,rest
22.0776063120912,26.654620852709,11.1387617625284,10.2004100189342,12.424419977096,5.212069438494,4.52050166399333,5.3466272874533,2.39800380957633,29.6760109614129,35.9798987290338,13.839810967472,rest
16.5502776482347,21.1855045935416,11.7830258074699,6.56994245987881,9.34446225374822,4.59972816411712,5.33966238666622,6.22595112318419,3.53103106481096,23.2195852577326,29.8714518376554,13.3738442663121,rest
18.6410995033906,24.5172300335292,14.2387070710917,1.99357842529664,2.57367438500953,1.12440459246049,13.8690234372718,19.2008574296519,10.5280756768092,20.8569023042815,25.8544729938432,13.3081999747698,rest
102.050484704669,216.358790743695,68.8893473972216,1.81185809308199,2.48196829349598,0.857768866878107,86.1931244746954,185.40141029696,57.9183600941338,88.8935532405368,180.336317757831,59.7463500274206,rest
